ID,최초접수경찰서,발생경찰서,관할지구대(파출소),발생일시,발생위치-전체주소,검거죄종(7대),검거죄명,피의자,피해자,범죄사실,경도,위도
82,경북안동경찰서,경북안동경찰서,풍산파출소,2019-07-23 16:11,경북 안동시 풍산읍 죽전리 397번지,,사기,2,1,"피의자 1)권대연과 피해자 민전식(여, 52세)는 ‘다모’라는 모임의 회원과 총무로서 알고 지내는 사이이고, 피의자 2)최인진는 피해자 민전식과 피의자 권대연의 소개로 알고 지내는 사이로서 피의자들은 서로 공모하였다. 
피의자 1)권대연은 2019. 4.경 장소불상지에서 피해자에게 접근하여 경북 안동시 풍산읍 죽전리 397번지 공장부지에서 사료공장을 만들고 있으니 그곳에 투자를 하면 매월 이자로 포대 당 30원씩 주고 원금은 6개월 뒤에 돌려준다고 거짓말을 하였다.
그러나 피의자들은 투자금을 받더라도 원금과 이자를 줄 의사나 능력이 전혀 없었다.
피의자들은 이에 속은 피해자로부터 2019. 7. 23.에 현금 3,000만 원을 피의자 2)최인진 명의 통장으로 송금받아 동액상당의 재산상 이득을 취하였다. ",128.5669599,35.89097276
83,경기분당경찰서,경기분당경찰서,수내파출소,2019-10-26 15:00,경기도 성남시 분당구 수내동 75,,사기,1,1,"피의자는 조선일보 CS본부를 통해 이태우라는 이름의 신문 판촉 요원으로 등록이 된 자이고, 고소인은 조선일보 CS 광주센터의 지국장이다.
피의자는 2019. 10. 26.경 고소인에게 전화하여 ‘판촉 활동을 하겠다’고 한 후, 문자를 보내 ‘김연일부장이 성남 태평 상대원 3군데에 일을 들어가라고 했다. 각 지국당 200만 원 씩을 미리 보내 달라’고 하였다. 그러나 사실 피의자는 김연일부장으로부터 업무 지시를 받은 적이 없었으며, 고소인에게 200만 원을 교부 받은 이 후 아무런 연락이 되지 않고, 판촉활동을 하지 않는 등, 고소인에게 돈을 빌리더라도 신문 판촉 요원으로서 활동할 의사나 능력이 없었다. 피의자는 이에 속은 고소인으로부터 2019. 10. 27.경 고소인 명의 계좌에서 이태우명의 계좌로 200만 원을 이체 받았다. 이로써 피의자는 고소인을 기망하여 고소인의 재물을 취득하였다. ",127.7434748,37.90730825
84,경기성남중원경찰서,경기성남중원경찰서,도촌파출소,2019-04-17 9:10,성남시 중원구 중앙동 둔촌대로 319,,도로교통법위반(음주운전),1,1,"피의자 김정파는 19오3102 승용차를 운전한 자이다.
2019. 4. 17. 09:10경 혈중 알콜농도 0.248%(채혈결과)의 술에 취한 상태로 자동차운전면허 없이 위 승용차를 성남시 중원구 중앙동 소재 공원터널사거리 앞 노상에서부터 같은 구 둔촌대로 319 앞 노상까지 약 500m를 운전하였다.
",127.3157585,37.35936385
85,천안동남경찰서,천안동남경찰서,남산지구대,2019-05-17 18:35,천안시 동남구 구성14길 16,,사기,1,1,"피의자는 천안시 동남구 구성14길 16 소재 ‘엣지’라는 상호의 휴대폰 대리점 업주이다. 피의자는 2019. 5. 17. 인터넷 링크(밴드)광고를 보고 찾아온 피해자 김태경에게 갤럭시 s9 개통조건으로 현금으로 30만 원을 지급하고, 부가서비스 3개월(인터넷,IPTV)만 사용하고, 해지하면 더 이상 추가요금이 발생하지 않고 할부원금을 면제해주겠다고 거짓말하여 이를 사실로 믿은 피해자에게 휴대폰을 개통하게 하였다. 그러나 사실 피의자는 피해자에게 제시한 조건을 이행할 의사나 능력이 없었다. 피의자는 이와 같이 피해자를 기망하여 이에 속은 피해자로부터 그 자리에서 휴대폰개통대금 명목으로 금 30만 원을 교부 받는 등, 같은 방법으로 아래 범죄 일람표와 같이 총 46회에 걸쳐 16,779,400원을 교부 받았다. ",128.4135781,36.13799837
86,서울마포경찰서,서울마포경찰서,망원파출소,2019-11-30 21:00,서울시 마포구 망원동 471-22,,사기,1,1,"피의자(60세)는 2019. 11.경 서울시 마포구 망원동 471-22 소재 ㈜명인출판사 사무실에서 고소인(56세)에게 ‘우리 출판사가 아동용전집을 개발할 예정이다. 총 개발비 10억 원 중 2억 원을 지원해 주면, 위 도서의 개발 후 판매 수량의 이익금을 한 박스 당 10,000원으로 산정해 로열티를 지불 하겠다’라는 취지로 거짓말 하였다. 그러나 사실은 피의자는 실제 책 개발 후 다른 투자자에게 책의 저작권을 팔아넘기고 고소인에게 약속한 수익금을 지급하지 않는 등, 고소인에게 계약 내용대로 책의 판매 수익금을 보장해 줄 의사나 능력이 없었다. 피의자는 이에 속은 고소인으로부터 2019. 11.경 2억 원 상당의 약속 어음을 교부 받았다. 이로써 피의자는 고소인을 기망하여 고소인의 재물을 취득하였다. 
",127.0800255,37.52885009
87,경기성남중원경찰서,경기성남중원경찰서,은행파출소,2016-12-14 17:00,성남시 중원구 산성대로 598,,사기,3,1,"피의자 1)임재범은 2016. 12. 14. 서울북부지법에서 사기, 사문서위조, 위조사문서행사, 위증으로 징역 4월을 선고받아 만기출소한 자로, 현재 누범기간 중이다.
피의자 2)최양재, 피의자 3)임향재(구속)은 사실혼 관계의 동거인이고, 피의자1)임재범은 피의자3)임향재의 친오빠이며, 그 외 공범인 공수호,도일중들과 일행이다.
피의자들은 카드 뒷면에 카드 정보에 대한 표식을 특수 잉크로 미리 기재해놓고 전용 렌즈를 착용하여 카드 정보를 알고 베팅하여, 우연성이 없음에도 피해자에게 마치 우연에 의하여 승부가 결정되는 것처럼 피해자들을 상대로 사기도박을 하여 돈을 나누기로 공모하고, 피의자1)임재범은 피해자들을 꾀어 오는 모집책, 피의자2)최양재는 하우스장, 피의자3)임향재는 카드 관리 및 판돈 전달책, 공수호는 판돈 공급책, 도일중은 및 당구장 사장 등은 함께 도박을 한 공범들로, 이와 같이 서로 역할을 나누었다.
피의자들은 2019. 5. 22.~5. 26.사이 성남시 중원구 산성대로 598 사무실 내에서 미리 준비한 특수잉크 카드를 이용하여 바둑이 도박을 하면서 마치 우연에 의해 승부가 결정되는 것처럼 피해자들을 기망하여 1,700만 원을 편취하는 등 같은 방법으로 4일에 걸쳐 도합 5,700만 원을 편취하였다. ",127.4430307,36.62979753
88,경기분당경찰서,경기분당경찰서,서판교파출소,2017-11-08 17:22,경기도 성남시 분당구 판교동 638,,특정경제범죄가중처벌등에관한법률위반(횡령),1,1,"피의자는 2017. 11.경 성남시 중원구 산성대로 598 소재 고소인의 주식회사 삼미원에 경리 사원으로 입사하여 위 사무실 내에서 회사 내외부의 비용 결제 및 회계사무 전반, 거래처 대금 결제 및 자금 이체 업무를 담당하면서 고소인 회사명의 통장 일체를 관리하였다.
피의자는 회사자금 통장을 관리해 오던 중, 2018. 1. 2.경부터 회사 명의 통장 거래내역에는 ‘국세납부, 퇴직금 일부 지급, 해외 송금’등 마치 회사의 정당한 업무내역인 것처럼 기재하고, 실제로는 해당 금액을 피의자 명의 통장으로 이체하였다.
피의자는 위 무렵부터 2018. 11.경 사이 별지 ‘범죄일람표’와 같이 위와 같은 방법으로 총 204회에 걸쳐 합계금 약 16억 5천 만 원을 마음대로 소비하여 횡령하였다. ",127.1514719,35.85618497
89,경기성남중원경찰서,경기성남중원경찰서,상대원2파출소,2018-11-26 16:00,성남시 중앙동 1177,,사기,1,1,"피의자는 2018. 11. 26. 16:00경 성남시 중앙동 1177 뷰티샵에서 네일샵을 운영하고 있는 피해자에게 손톱 관리 서비스를 요청하였다. 그러나 피의자는 피해자에게 서비스를 받더라도 이에 대한 대가를 지불할 능력이나 의사가 없었다. 피의자는 이에 속은 피해자로부터 525,000원 상당의 손톱 관리 서비스를 받았다. 이로써 피의자는 피해자를 기망하여 재산상의 이득을 취하였다",129.1189298,35.22077687
90,경기성남중원경찰서,경기성남중원경찰서,대원파출소,2018-10-11 22:22,경기도 성남시 중원구 상대원동 1552,,사기,1,1,"피의자는 고소인과 고등학교 선후배 관계로 알고 지내던 사이이다. 피의자는 2018. 10.경 날짜를 알 수 없는 날 경기도 성남시 중원구 상대원동 1552 소재 고소인이 운영하던 진짜짬뽕 가게 앞에서 고소인을 만나 ‘1,000만원을 빌려주면 한 달 안에 두 배로 불려주겠다’고 하였다. 그러나 피의자는 고소인에게 돈을 받더라도 이를 갚을 의사나 능력이 없었다. 피의자는 이에 속은 고소인으로부터 다음날 같은 장소에서 현금 1,000만 원을 교부 받았다. 이로써 피의자는 고소인을 기망하여 고소인의 재물을 취득하였다. ",127.1330212,36.76981311
91,경기과천경찰서,경기과천경찰서,별양지구대,2018-12-30 12:40,경기도 과천시 별양동 1-15,,횡령,1,1,"피의자는 2018. 12. 30. 12:40경 불상지에서 고소인의 착오로 고소인 명의 통장에서 피의자 명의 신협 계좌로 125,000원을 송금 받았다. 피의자는 위 돈을 보관하던 중 날짜를 알 수 없는 날에 돈을 인출하여 개인적인 용도로 소비하였다. 이로써 피의자는 고소인의 재물을 횡령하였다. 
",128.2270351,37.15605699
92,충남서천경찰서,충남서천경찰서,서림지구대,2016-03-03 16:24,충남 서천읍 송신로 26 ,,사기,2,1,"피의자 남희석은 고소인과 충남 서천읍 송신로 26  소재 궁전모텔의 매매 계약을 체결한 자이고, 피의자 기태석은 위 매매 계약을 중개한 자이다.
피의자들은 공모하였다. 
가. 계약금 및 중도금 사기
피의자 기태석은 2015. 날짜를 알 수 없는 날 고소인에게 피의자 남희석을 소개 해주며 피의자 남희석 소유의 모텔을 매수할 것을 제안하였다. 그러나 피의자들은 고소인과 모텔 매매 계약을 체결하더라도 정상적으로 고소인에게 모텔의 명의를 이전하여 소유권을 넘겨 줄 의사나 능력이 없었다. 피의자들은 이에 속은 고소인으로부터 2015. 6. 11경 고소인 명의의 농협 계좌에서 피의자 남희석의 부인 공순자명의의 기업은행 계좌로 2,000만 원을 이체 받은 것을 비롯, 별지 1의 범죄 일람표와 같이 총 179,800,000원을 계약금 및 중도금 명목으로 교부 받았다. 이로써 피의자들은 고소인을 기망하여 고소인의 재물을 취득하였다. 
나. 공사 대금 사기
피의자 기태석은 2016. 3. 3.경 광주시 송정동 소재 금탑프라자 피의자가 운영하는 사무실에서 위 가.의 고소인과 피의자 남희석 간의 모텔 매매 계약서를 작성하면서, 고소인에게 ‘모텔의 리모델링 공사를 내가 맡아서 해주겠다’고 말하였다. 그러나 사실 피의자들은 고소인으로부터 받는 리모델링 공사 대금 일부를 가로챌 목적만 있었을 뿐, 모텔의 리모델링 공사를 정상적으로 이행할 의사나 능력이 없었다. 피의자들은 이에 속은 고소인으로부터 2015. 12. 12.경 고소인 명의의 농협 계좌에서 피의자 남희석의 대리인 강일주 명의의 우리은행 계좌로 1,200만 원을 이체 받은 것을 비롯, 별지 1의 범죄일람표와 같이 총 108,000,000원을 공사대금 명목으로 교부 받았다. ",126.8478233,37.47587374
93,전북군산경찰서,전북군산경찰서,경장파출소,2016-12-29 23:40,전라북도 군산시 백릉로 64,,사기,3,1,"1.피의자 류정현,류준영
 피의자들은 부자지간으로, 빵과 과자등을 제조하여 판매하는 ㈜레빗을 운영하는 사람들이다. 피의자들은 고소인에게 돈을 빌리더라도 이를 변제할 의사나 능력이 없음에도 고소인에게 돈을 빌려 편취하기로 공모하였다. 피의자들은 2016. 11.경 불상지에서 고소인에게 ‘3천 만 원만 빌려주면 공장을 가동해서 사업을 완전히 활성화해서 매월 원금과 이자 포함 360만 원을 10개월 동안 갚겠다’고 하여 2016. 12. 29.경 고소인 명의 계좌에서 피의자 류준영 명의 시티은행 계좌로 2천 만 원을, 2017. 1. 4.경 같은 방법으로 1천 만 원을 교부 받은 것을 비롯하여 별지1 범죄일람표와 같이 모두 합쳐 8700만 원을 교부 받았다. 
2. 피의자 장시원
피의자는 2017. 5.경 다른 피의자들의 고소인에 대한 채무를 직접 변제해주겠다고 피의자 류정현을 통해 고소인과 만난 사람으로, 2017. 5.경 피의자 류준영이 ㈜레빗과 관련한 다른 사건으로 구속 수감되자 고소인에게 ‘류준영이 구속된 사건을 합의를 봐줘야 회사가 돌아간다, 합의금을 위해 3천 만 원을 빌려달라’고 하였다. 그러나 실제로 피의자는 위 돈을 합의금으로 사용하지 않는 등 고소인으로부터 돈을 빌리더라도 이를 갚을 의사나 능력이 없었다. 피의자는 이에 속은 고소인으로부터 2017. 5. 10.경 피의자 명의 새마을 금고 계좌로 3천 만 원을 교부 받았다. 이로써 피의자는 고소인을 기망하여 고소인의 재물을 취득하였다. ",126.6782334,37.58550356
94,경기성남중원경찰서,경기성남중원경찰서,상대원2파출소,2017-04-20 16:30,성남시 중원구 금상로 11,,사기,1,1,"피의자는 2017. 4. 20. 16:30경 성남시 중원구 금상로 11 그린뱅크에 찾아와 피해자 이재경에게 금목걸이 1개를 구매를 하겠다고 하며 우체국 발행 일백만원권 수표 4매를 지급하고 위 물품을 구매를 하였다. 그러나 위 물품 대금으로 지급된 수표는 당일 지급정지가 되는 등 범죄수익금으로 추정되는 것으로, 피의자는 피해자에게 정당한 대금을 지급할 의사나 능력이 없었다. 피의자는 이에 속은 피해자로부터 397만 원 상당의 금목걸이 1개, 거스름돈 3만 원을 교부 받았다. 이로써 피의자는 피해자를 기망하여 피해자의 재물을 취득하였다. ",126.9084646,36.87887382
95,경기남양주경찰서,경기남양주경찰서,다산파출소,2018-01-02 17:21,"경기도 남양주시 도농로 34 107동 103호(도농동, 부영아파트1단지)",,권리행사방해,1,1,"피의자는 19마2034 아반떼 승용차를 소유한 사람이다.
피의자는 2018. 1. 2.경 케이비캐피탈 인천지점에서 피해자 케이비캐피탈 주식회사로부터 위 승용차 매수대금으로 1,000만 원을 대출받고, 2018. 1. 2.경 피해자 회사에 위 승용차에 관하여 채권가액 500만 원의 저당권을 설정하여 주었다. 
피의자는 피해자 회사로부터 2018. 12. 20.경 및 2018. 12. 27.경 경기도 남양주시 도농로 34에 있는 피의자의 주거지에서 법원의 자동차임의경매결정에 기한 인도 집행을 받게 되자 위 승용차를 은닉하였다. 
이와 같이 피의자는 피해자의 저당권의 목적이 된 자기 소유의 승용차를 은닉함으로써 피해자의 저당권 행사를 방해하였다.",126.9723871,37.41335501
96,경기평택경찰서,경기평택경찰서,비전지구대,2018-01-21 2:30,"경기도 평택시 현촌3길 21 116동 103호(용이동, 평택용이금호어울림1단지)",,사기,1,1,"피의자는 2018. 1. 21. 02:30경 경기도 평택시 현촌3길 21에 있는 ‘GS25 편의점’에서, 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고 종업원인 피해자 성명불상에게 “어머니의 병환으로 돈이 필요하니 돈을 빌려주면 2시간 뒤에 갚겠다.”라고 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 30,000원을 교부 받았다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",127.1358785,36.81023252
97,경남양산경찰서,경남양산경찰서,물금지구대,2018-01-23 1:15,"경상남도 양산시 물금읍 목화로 96 108동 110호(범어리, 현대2차아파트)",,사기,1,1,"피의자는 2018. 1. 23. 01:15경 경상남도 양산시 물금읍 목화로 96에 있는 ‘CU 편의점’에서, 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고 종업원인 피해자 박상용에게 “어머니가 위독하여 병원비가 필요하니 돈을 빌려 달라, 빠른 시일 내에 갚겠다.”라고 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 100,000원을 교부받고, 2시간 후 위 편의점에 다시 돌아와 피해자에게 치료비가 부족하다는 취지로 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 70,000원을 교부받았다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",127.2907714,36.39013606
98,대구북부경찰서,대구북부경찰서,노원지구대,2018-01-29 4:20,대구광역시 북구 노원동3가 노원로10길 40 노원LH천년나무아파트 커뮤니티센터 1층,,사기,1,1,"피의자는 2018. 1. 29. 04:20경 대구광역시 북구 노원동3가 노원로10길 40에 있는 ‘CU 편의점’에서, 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고 종업원인 피해자 하승훈에게 “아이의 얼굴이 찢어져서 응급실에 데리고 가야 하는데, 와이프가 카드를 가지고 나가 돈이 없다.”라고 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 200,000원을 교부받았다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",126.641504,37.53742769
99,강원춘천경찰서,강원춘천경찰서,신사우파출소,2018-02-06 5:10,강원도 춘천시 사우로 169 (우두동 170-5),,사기,1,1,"피의자는 2018. 2. 6. 05:10경 강원도 춘천시 사우로 169 (우두동 170-5)에 있는 ‘GS25 편의점’에서, 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고 종업원인 피해자 유종훈에게 자신의 주민등록증을 맡기며 “아이가 칼에 손을 베어 응급실에 가야 하는데 돈이 없다. 돈을 빌려주면 오전 7시까지 갚겠다.”라고 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 40,000원을 교부받았다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.
",127.4761149,36.62597288
100,경기광주경찰서,경기광주경찰서,초월파출소,2018-01-28 4:00,경기도 광주시 초월읍 독고개길 14-6,,사기,1,1," 피의자는 2018. 1. 28. 04:00경 경기도 광주시 초월읍 독고개길 14-6에 있는 'CU편의점'에서, 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고 종업원인 피해자 임준석에게 “딸 병원비가 필요하다, 오늘 05:20분까지 빌려간 돈을 갚아 주겠다“라고 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 90,000원을 교부받고, 계속하여 같은 날 05:00경 위 편의점에 다시 돌아와 피해자에게 병원비가 부족하다는 취지로 거짓말하여 이에 속은 피해자로부터 즉석에서 차용금 명목으로 30,000원을 교부받았다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",127.7232523,37.85921022
101,경북구미경찰서,경북구미경찰서,양포파출소,2018-05-22 22:53,경상북도 구미시 산호대로21길 6,,사기,1,1,"피의자는 2018. 5. 22. 22:53경 경상북도 구미시 산호대로21길 6에 있는 피해자 나준영이 운영하는 주점에서 피해자에게 “내일 예약을 하러 왔는데 지갑을 잃어버려 돈이 없으니 돈을 빌려달라, 내일 갚겠다”고 거짓말을 하였다. 그러나 사실 피의자는 뚜렷한 수입이 없는 상태이므로 피해자에게 돈을 변제할 의사나 능력이 없었다. 피의자는 이와 같이 피해자를 기망하여 이에 속은 피해자로부터 그 자리에서 차용금 명목으로 40,000원을 교부받았다.",129.3407225,35.57605424
102,경북포항남부경찰서,경북포항남부경찰서,연일파출소,2018-03-31 3:27,경상북도 포항시 남구 연일읍 적계지길36번길 27-1,,사기,1,1,"피의자는 2018. 3. 31. 03:27경 경상북도 포항시 남구 연일읍 적계지길36번길 27-1에 있는 GS편의점에서 편의점 종업원인 피해자 이후철에게 “아들이 욕실에서 이마를 다쳐 응급실에 가야되는데 돈이 없으니 50,000원만 빌려주면 새벽 5시까지 갖다주겠다.”라고 거짓말하였다. 그러나 사실 피의자는 아들이 다친 사실이 없고, 뚜렷한 수입이 없는 상태이므로 피해자에게 돈을 변제할 의사나 능력이 없었다. 피의자는 이와 같이 피해자를 기망하여 이에 속은 피해자로부터 그 자리에서 차용금 명목으로 50,000원을 교부받았다.",127.755948,37.88311279
103,서울광진경찰서,서울광진경찰서,자양파출소,2018-01-19 2:00,서울특별시 광진구 뚝섬로52마길 32 (자양동),,사기,1,1,"피의자는 2018. 1. 19. 02:00 서울특별시 광진구 뚝섬로52마길 32 (자양동)에 있는 GS 25시 편의점에서 종업원인 피해자 김민규에게 “점장님과 잘 아는 사이이다. 돈이 급하니 80,000원을 빌려 달라.”라는 취지로 거짓말하여 이에 속은 피해자로부터 그 자리에서 현금 80,000원을 교부받고, 계속하여 같은 날 05:00경 같은 장소에서 위 피해자에게 “어머니가 정병원에 입원을 해야 하는데 돈이 필요하니 100,000원을 빌려달라.”라는 취지로 거짓말을 하여 이에 속은 피해자로부터 그 자리에서 현금 100,000원을 교부받았다. 그러나 사실 피의자의 어머니가 병원에 입원을 한 사실이 없고, 피의자는 뚜렷한 수입이 없는 상태이므로 피해자에게 돈을 변제할 의사나 능력이 없었다. 피의자는 이와 같이 피해자를 기망하여 피해자로부터 2회에 걸쳐 차용금 명목으로 합계 180,000원을 교부받았다.",128.8645678,35.23121398
104,충북흥덕경찰서,충북흥덕경찰서,복대지구대,2018-02-19 4:00,충청북도 청주시 흥덕구 풍산로117번길 10 (복대2동),,사기,1,1,"피의자는 2018. 2. 19. 04:00경 충청북도 청주시 흥덕구 풍산로117번길 10 (복대2동)에 있는 피해자 배진수가 운영하는 세븐일레븐 편의점에서, 종업원인 배진수에게 “딸이 팔이 찢어져 응급실에 가야 하는데, 돈이 부족하니 40,000원만 빌려 달라. 아내가 오면 갚겠다.”는 취지로 거짓말하여 이에 속은 위 배진수으로부터 즉석에서 현금 40,000원을 교부받고, 계속하여 같은 날 05:00경 같은 장소에서 위 배진수에게 “딸의 상태가 더 심각하니 100,000원만 더 빌려 달라”는 취지로 거짓말을 하여 이에 속은 위 배진수으로부터 즉석에서 현금 100,000원을 교부받았다. 그러나 사실 피의자의 딸이 응급실에 간 사실이 없고, 피의자는 뚜렷한 수입이 없는 상태이므로 피해자에게 돈을 변제할 의사나 능력이 없었다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",126.8975198,37.47494663
105,전북전주덕진경찰서,전북전주덕진경찰서,호성파출소,2018-03-03 18:20,"전라북도 전주시 덕진구 호성동1가 호성로 40 105동 105호(호성동1가,엘지동아)",,사기,1,1,"피의자는 2018. 3. 3. 18:20경 전라북도 전주시 덕진구 호성동1가 호성로 40 105동 105호(호성동1가,엘지동아)에 있는 피해자 이준용이 운영하는 김밥천국에서, 피해자에게 “아들이 다쳐 병원에 있어 돈이 필요하니 빌려 달라”는 취지로 거짓말하여 이에 속은 피해자로부터 즉석에서 현금 10,000원을 교부받고, 계속하여 같은 장소에서 같은 취지로 거짓말을 하여 이에 속은 피해자로부터 즉석에서 현금 20,000원을 교부받고, 계속하여 같은 장소에서 같은 취지로 거짓말을 하여 이에 속은 피해자로부터 즉석에서 현금 20,000원을 교부받았다. 그러나 사실 피의자의 아들이 병원에 간 사실이 없고, 피의자는 뚜렷한 수입이 없는 상태이므로 피해자에게 돈을 변제할 의사나 능력이 없었다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",126.7083224,37.52760461
106,경기광주경찰서,경기광주경찰서,오포동부파출소,2018-10-01 13:30,경기도 광주시 오포읍 양벌로353번길 40-41 백마빌리지 106동1층,,사기,1,1,"피의자는 2018. 10.경경기도 광주시 오포읍 양벌로353번길 40-41 백마빌리지 106동1층 돌산정형외과 입원실에서, 피해자 성정모에게, ""돈이 없으니 빌려 달라, 내가 막노동을 뛰다가 다쳤는데 합의금으로 5,000,000원이 나올 것이니 그 돈을 받으면 갚겠다""는 취지로 거짓말을 하여 이에 속은 피해자로부터 그 무렵부터 같은 해 12.경까지 수회에 걸쳐 합계 500,000원을 교부받았다. 그러나 사실 피의자는 당시 별다른 재산이나 수입원이 없었고 약 7,000,000 ~ 8,000,000원 상당의 채무를 부담하고 있었기 때문에 합의금을 받더라도 피해자에게 이를 변제할 의사나 능력이 없었다. 이로써 피의자는 피해자를 기망하여 재물을 교부받았다.",126.4665713,33.4713043
107,부산해운대경찰서,부산해운대경찰서,반석파출소,2018-12-03 15:15,부산광역시 해운대구 반송로513번길 66-11,,사기,1,1,"피의자는 2018. 12. 3.경 부산광역시 해운대구 반송로513번길 66-11 돌배정형외과 입원실에서, 피해자 민경도에게 ""내 명의로는 휴대전화를 개통할 수 없으니 네 명의로 휴대폰 1대를 개통해주면 내가 휴대폰 기기대금 및 사용요금을 틀림없이 납부하겠다“는 취지로 거짓말을 하였다. 그러나 사실 피의자는 당시 별다른 재산이나 수입원이 없었기 때문에 피해자 명의로 개통한 휴대폰을 교부받더라도 약정대로 휴대폰 기기대금과 사용요금을 납부할 의사나 능력이 없었다. 이로써 피의자는 위와 같이 피해자를 기망하여 이에 속은 피해자로부터 같은 날 성남시 중원구 중앙동에 있는 휴대폰 판매점에서, 피해자 명의로 개통된 시가 954,800원 상당의 LG G2 휴대폰 1대를 교부받아 이를 편취하고, 2014. 1.경부터 같은 해 9.경까지 별지 범죄일람표 1 기재와 같이 이용 요금 합계 1,818,600원 상당을 납부하지 아니하여 동액 상당의 재산상 이익을 취득하였다.
",127.2009875,37.70860963
108,충남천안동남경찰서,충남천안동남경찰서,신방파출소,2018-04-23 21:00,충청남도 천안시 동남구 통정8로 48-44,,사기,1,1,"피의자는 2018. 4. 23. 21:00경 충청남도 천안시 동남구 통정8로 48-44에 있는 피해자 이정웅이 운영하고 있는 짬뽕 식당에서, 사실은 피해자로부터 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고, 피해자에게 “내가 택시에 지갑과 휴대폰을 두고 내려서 돈이 없다. 지금 상가집에 가야 하는데 25,000원을 빌려주면 상가집에 다녀와서 갚아주겠다.”라고 거짓말을 하였다. 피의자는 위와 같이 피해자를 기망하여 이에 속은 피해자로부터 차용금 명목으로 25,000원을 교부받아 이를 편취하였다. 피의자는 이를 비롯하여 그때부터 2017. 10. 19.까지 별지 범죄일람표 2 기재와 같이 총 7회에 걸쳐 합계 565,000원을 편취하였다.",126.8183153,35.17261152
109,충북제천경찰서,충북제천경찰서,청전지구대,2018-10-13 3:00,충청북도 제천시 장락로 162,,사기미수,1,1,"피의자는 2018. 10. 13. 03:00경 충청북도 제천시 장락로 162에 있는 CU점에서, 사실은 그곳 종업원인 피해자 임현구으로부터 돈을 빌리더라도 변제할 의사나 능력이 없음에도 불구하고, 피해자에게 “내가 앞에 가게를 하는 사람인데 택시비 50,000원을 빌려 달라.”고 거짓말을 하여 이에 속은 피해자로부터 차용금 명목으로 50,000원을 편취하려고 하였으나, 피해자가 이를 거절하는 바람에 그 뜻을 이루지 못하고 미수에 그쳤다.",127.0297032,37.63733004
110,경기광명경찰서,경기광명경찰서,광남지구대,2018-04-03 3:10,"경기도 광명시 목감로 88 102동 101호(광명동, 현진에버빌아파트)",,사기,1,1,"피의자는 2018. 4. 3. 03:10경 경기도 광명시 목감로 88 102동 101호(광명동, 현진에버빌아파트)에 있는 세븐일레븐 편의점에서, 사실은 피해자 허은범로부터 돈을 빌리더라도 이를 갚을 의사나 능력이 없음에도, 피해자에게 이름, 전화번호 등을 가르쳐 주면서 돈을 빌려주면 갚겠다고 거짓말하여 이에 속은 피해자로부터 즉석에서 70,000원을 교부받았다.",126.9360191,37.49326072
111,인천서부경찰서,인천서부경찰서,불로지구대,2017-10-14 4:00,"인천광역시 서구 독정로25번길 26-6 103동 101호(당하동, 태평아파트)",,사기,1,1,"피의자는 2017. 10. 14. 04:00경인천광역시 서구 독정로25번길 26-6 103동 101호(당하동, 태평아파트)에 있는 CU편의점에서, 사실은 피해자 신현수로부터 돈을 빌리더라도 이를 갚을 의사나 능력이 없음에도, 피해자에게 돈을 빌려주면 1시간 30분 후에 갚겠다고 거짓말하여 이에 속은 피해자로부터 즉석에서 현금 15,000원을 교부받았다. ",129.2718715,35.55181228
112,충남아산경찰서,충남아산경찰서,인주파출소,2018-10-09 21:30,"충청남도 아산시 공세길 6-7 102동 101호(공세리, 기산현대아파트)",,사기,1,1,"피의자는 2018. 10. 9. 21:30경 충청남도 아산시 공세길 6-7 102동 101호(공세리, 기산현대아파트) 1층에 있는 피해자 김용광이 운영하는 김밥천국 식당에서, 사실은 피해자로부터 돈을 빌리더라도 이를 갚을 의사나 능력이 없음에도, 피해자에게 돈을 빌려주면 친구들로부터 돈을 받아 바로 갚겠다고 거짓말하여 이에 속은 피해자로부터 즉석에서 현금 20,000원을 교부받았다.
",126.8141454,37.55855174
